,year,bid,maxirr_season,crop,irrig_method,yield_pychamp_bu,yield_aquacrop_bu
887,2014,b216,279.41631770000004,corn,1,2.30839046,25833.252344588378
888,2014,b217,279.4174123,corn,1,2.30839119,25833.25763930701
889,2014,b218,279.4201203,corn,1,2.308393,25833.25772040101
890,2014,b219,0.0,others,0,0.66391871,N/A
891,2014,b220,0.0,others,0,0.66403751,N/A
892,2014,b221,279.4591508,corn,1,2.3084857,25833.424435604615
893,2014,b222,0.0,corn,0,1.10856907,N/A
894,2014,b223,0.0,others,0,0.66391871,N/A
895,2014,b224,133.528393,others,1,0.748519,N/A
896,2014,b225,0.0,corn,0,1.08948025,N/A
897,2014,b226,0.0,others,0,0.66116357,N/A
898,2014,b227,279.4965276,corn,1,2.30684228,25833.576655120294
899,2014,b228,0.0,corn,0,1.10777669,N/A
900,2014,b229,279.4156505,corn,1,2.30839002,25833.24687531167
901,2014,b230,279.41076549999997,corn,1,2.30838675,25833.214231346166
902,2014,b231,0.0,others,0,0.66403751,N/A
903,2014,b232,0.0,others,0,0.66391871,N/A
904,2014,b233,0.0,corn,0,1.10777669,N/A
905,2014,b234,279.4075282,corn,1,2.30838458,25833.214231346166
906,2014,b235,0.0,corn,0,1.10777669,N/A
907,2014,b236,0.0,corn,0,1.10777669,N/A
908,2014,b237,279.42332780000004,corn,1,2.30839515,25833.257860085156
909,2014,b238,0.0,others,0,0.66116357,N/A
910,2014,b239,0.0,others,0,0.66116357,N/A
911,2014,b240,279.3506076,corn,1,2.30673603,25832.998639017394
912,2014,b241,279.4838431,corn,1,2.30683307,25833.517293132645
913,2014,b242,279.4139672,corn,1,2.30838889,25833.219312257323
914,2014,b243,0.0,corn,0,1.10777669,N/A
915,2014,b244,306.2570748,corn,1,2.31697898,25833.576655120294
916,2014,b245,279.4150551,corn,1,2.30838962,25833.219312257323
917,2014,b246,0.0,others,0,0.66391871,N/A
918,2014,b247,0.0,others,0,0.66391871,N/A
919,2014,b248,279.4342951,corn,1,2.30840248,25833.312145330576
920,2014,b249,0.0,others,0,0.66116357,N/A
921,2014,b250,0.0,others,0,0.66116357,N/A
922,2014,b251,279.5027807,corn,1,2.30684682,25833.576655120294
923,2014,b252,279.3853699,corn,1,2.30676139,25833.108638378206
924,2014,b253,0.0,corn,0,1.10777669,N/A
925,2014,b254,279.3568934,corn,1,2.30835068,25833.009189731678
926,2014,b255,279.4245414,corn,1,2.30839596,25833.257860085156
927,2014,b256,131.4744082,others,1,0.74833959,N/A
928,2014,b257,279.3466433,corn,1,2.30834381,25832.993262828295
929,2014,b258,0.0,others,0,0.66391871,N/A
930,2014,b259,0.0,others,0,0.66391871,N/A
931,2014,b260,279.4302273,corn,1,2.30679407,25833.306769592975
932,2014,b261,0.0,others,0,0.66116357,N/A
933,2014,b262,0.0,others,0,0.66116357,N/A
934,2014,b263,279.5007326,corn,1,2.30684534,25833.576655120294
935,2014,b264,132.0233619,others,1,0.74839097,N/A
936,2014,b265,279.3656399,corn,1,2.30835654,25833.058953273554
937,2014,b266,132.0233619,others,1,0.74839097,N/A
938,2014,b267,279.4985374,corn,1,2.30844535,25833.576655120294
939,2014,b268,279.362351,corn,1,2.30835434,25833.053262711866
940,2014,b269,279.3628408,corn,1,2.30835467,25833.053343937034
941,2014,b270,134.0813056,others,1,0.74856131,N/A
942,2014,b271,279.4381864,corn,1,2.2993898,25833.312284958934
943,2014,b272,0.0,others,0,0.65021633,N/A
944,2014,b273,0.0,others,0,0.65021633,N/A
945,2014,b274,279.4381864,corn,1,2.3021419,25833.312284958934
946,2014,b275,141.5439023,others,1,0.74851232,N/A
947,2014,b276,0.0,others,0,0.65402063,N/A
948,2014,b277,279.3967965,corn,1,2.30210552,25833.163065705747
949,2014,b278,279.3825356,corn,1,2.30209298,25833.108638378206
950,2014,b279,0.0,others,0,0.65811899,N/A
951,2014,b280,0.0,others,0,0.65021633,N/A
952,2014,b281,279.4381864,corn,1,2.2993898,25833.312284958934
953,2014,b282,142.3793313,others,1,0.74832072,N/A
954,2014,b283,0.0,others,0,0.65402063,N/A
955,2014,b284,311.577632,corn,1,2.31696068,25833.576655120294
956,2014,b285,0.0,others,0,0.65402063,N/A
957,2014,b286,279.3654342,corn,1,2.30207793,25833.058953273554
958,2014,b287,279.414622,corn,1,2.30212119,25833.219312257323
959,2014,b288,141.5439023,others,1,0.74851232,N/A
960,2014,b289,0.0,others,0,0.65811899,N/A
961,2014,b290,0.0,others,0,0.65811899,N/A
962,2014,b291,0.0,others,0,0.65021633,N/A
963,2014,b292,0.0,corn,0,1.01820812,N/A
964,2014,b293,0.0,corn,0,1.01820812,N/A
965,2014,b294,0.0,others,0,0.65402063,N/A
966,2014,b295,279.4381864,corn,1,2.3021419,25833.312284958934
967,2014,b296,0.0,others,0,0.65402063,N/A
968,2014,b297,279.4381864,corn,1,2.3021419,25833.312284958934
969,2014,b298,279.4381864,corn,1,2.3021419,25833.312284958934
970,2014,b299,0.0,corn,0,1.01820812,N/A
971,2014,b300,0.0,others,0,0.65021633,N/A
972,2014,b301,0.0,corn,0,1.01820812,N/A
973,2014,b302,0.0,others,0,0.65402063,N/A
974,2014,b303,279.4381864,corn,1,2.3021419,25833.312284958934
975,2014,b304,279.4381864,corn,1,2.3021419,25833.312284958934
976,2014,b305,279.44030829999997,corn,1,2.30490093,25833.317226077615
977,2014,b306,0.0,others,0,0.65136547,N/A
978,2014,b307,142.14666319999998,others,1,0.74838394,N/A
979,2014,b308,279.4381864,corn,1,2.30023997,25833.312284958934
980,2014,b309,142.43324919999998,others,1,0.74840996,N/A
981,2014,b310,0.0,others,0,0.65136547,N/A
982,2014,b311,143.5795932,others,1,0.74850718,N/A
983,2014,b312,142.71983519999998,others,1,0.74843529,N/A
984,2014,b313,0.0,others,0,0.65414615,N/A
985,2014,b314,0.0,others,0,0.65414615,N/A
986,2014,b315,279.4381864,corn,1,2.30023997,25833.312284958934
987,2014,b316,0.0,others,0,0.65136547,N/A
988,2014,b317,0.0,corn,0,1.02558964,N/A
989,2014,b318,279.3932713,corn,1,2.30019804,25833.163065705747
990,2014,b319,0.0,others,0,0.65414615,N/A
991,2014,b320,0.0,others,0,0.65414615,N/A
992,2014,b321,279.4381864,corn,1,2.30023997,25833.312284958934
993,2014,b322,279.4381864,corn,1,2.30023997,25833.312284958934
994,2014,b323,0.0,others,0,0.65136547,N/A
995,2014,b324,0.0,others,0,0.65136547,N/A
996,2014,b325,279.4388623,corn,1,2.3022302,25833.312284958934
997,2014,b326,279.4120989,corn,1,2.30220675,25833.214371086335
998,2014,b327,0.0,others,0,0.65136547,N/A
999,2014,b328,279.4381864,corn,1,2.30023997,25833.312284958934
1000,2014,b329,0.0,others,0,0.65136547,N/A
1001,2014,b330,0.0,others,0,0.65136547,N/A
1002,2014,b331,279.4600688,corn,1,2.30224877,25833.457554363646
1003,2014,b332,312.6569873,corn,1,2.31699421,25833.576655120294
1004,2014,b333,0.0,others,0,0.64211712,N/A
1005,2014,b334,0.0,others,0,0.64211712,N/A
1006,2014,b335,0.0,others,0,0.64646775,N/A
1007,2014,b336,146.59508929999998,others,1,0.74844183,N/A
1008,2015,b1,121.0083532,others,1,0.74882981,N/A
1009,2015,b2,120.901488,others,1,0.74883322,N/A
1010,2015,b3,0.0,others,0,0.69190959,N/A
1011,2015,b4,279.37439309999996,corn,1,2.31699736,25611.114598610624
1012,2015,b5,0.0,others,0,0.71185869,N/A
1013,2015,b6,0.0,others,0,0.69190959,N/A
1014,2015,b7,279.3865541,corn,1,2.31699732,25611.114598610624
1015,2015,b8,0.0,others,0,0.69190959,N/A
1016,2015,b9,279.3682468,corn,1,2.31699738,25611.114598610624
1017,2015,b10,0.0,others,0,0.71185869,N/A
1018,2015,b11,0.0,others,0,0.71185869,N/A
1019,2015,b12,0.0,corn,0,1.30432642,N/A
1020,2015,b13,0.0,corn,0,1.30432642,N/A
1021,2015,b14,0.0,others,0,0.69190959,N/A
1022,2015,b15,0.0,others,0,0.71185869,N/A
1023,2015,b16,0.0,others,0,0.71185869,N/A
1024,2015,b17,0.0,corn,0,1.44485516,N/A
1025,2015,b18,0.0,others,0,0.70979089,N/A
1026,2015,b19,262.3544825,corn,1,2.30976999,25589.17282583988
1027,2015,b20,0.0,others,0,0.72450654,N/A
1028,2015,b21,274.01929509999997,corn,1,2.31413123,25611.114598610624
1029,2015,b22,0.0,corn,0,1.44485516,N/A
1030,2015,b23,0.0,corn,0,1.44485516,N/A
1031,2015,b24,0.0,corn,0,1.44485516,N/A
1032,2015,b25,0.0,others,0,0.72450654,N/A
1033,2015,b26,0.0,others,0,0.72450654,N/A
1034,2015,b27,273.9767233,corn,1,2.31414763,25611.114598610624
1035,2015,b28,0.0,corn,0,1.44485516,N/A
1036,2015,b29,273.79180959999997,corn,1,2.31421833,25611.114598610624
1037,2015,b30,273.8820114,corn,1,2.31418395,25611.114598610624
1038,2015,b31,262.27759330000004,corn,1,2.30981702,25588.755466954808
1039,2015,b32,262.2554705,corn,1,2.30983053,25588.635754279003
1040,2015,b33,0.0,others,0,0.72450654,N/A
1041,2015,b34,0.0,others,0,0.72450654,N/A
1042,2015,b35,105.421385,others,1,0.74843412,N/A
1043,2015,b36,275.9769348,corn,1,2.31235181,25611.114598610624
1044,2015,b37,0.0,others,0,0.7114654,N/A
1045,2015,b38,0.0,others,0,0.7114654,N/A
1046,2015,b39,0.0,corn,0,1.4589319,N/A
1047,2015,b40,0.0,others,0,0.7114654,N/A
1048,2015,b41,261.7986824,corn,1,2.31010652,25586.246331289876
1049,2015,b42,0.0,others,0,0.72450654,N/A
1050,2015,b43,91.6690929,others,1,0.74795115,N/A
1051,2015,b44,0.0,others,0,0.72450654,N/A
1052,2015,b45,0.0,others,0,0.7114654,N/A
1053,2015,b46,0.0,others,0,0.7114654,N/A
1054,2015,b47,0.0,others,0,0.7114654,N/A
1055,2015,b48,0.0,others,0,0.7114654,N/A
1056,2015,b49,276.0728074,corn,1,2.3123046,25611.114598610624
1057,2015,b50,0.0,others,0,0.7114654,N/A
1058,2015,b51,0.0,others,0,0.66698029,N/A
1059,2015,b52,0.0,others,0,0.66698029,N/A
1060,2015,b53,0.0,corn,0,1.67090317,N/A
1061,2015,b54,0.0,others,0,0.73347712,N/A
1062,2015,b55,80.8316677,others,1,0.74724462,N/A
1063,2015,b56,80.8120441,others,1,0.74724787,N/A
1064,2015,b57,98.7623759,others,1,0.74846493,N/A
1065,2015,b58,99.1076444,others,1,0.74843532,N/A
1066,2015,b59,0.0,others,0,0.71626906,N/A
1067,2015,b60,99.5798155,others,1,0.74839323,N/A
1068,2015,b61,99.1355252,others,1,0.74843289,N/A
1069,2015,b62,269.9597532,corn,1,2.31221185,25611.114598610624
1070,2015,b63,0.0,others,0,0.66545653,N/A
1071,2015,b64,0.0,corn,0,1.67090317,N/A
1072,2015,b65,0.0,others,0,0.73347712,N/A
1073,2015,b66,0.0,others,0,0.73347712,N/A
1074,2015,b67,0.0,corn,0,1.67090317,N/A
1075,2015,b68,0.0,others,0,0.71626906,N/A
1076,2015,b69,269.5489134,corn,1,2.31241449,25611.114598610624
1077,2015,b70,0.0,others,0,0.71626906,N/A
1078,2015,b71,269.8243215,corn,1,2.31227913,25611.114598610624
1079,2015,b72,269.8758802,corn,1,2.31225357,25611.114598610624
1080,2015,b73,99.2732685,others,1,0.74842077,N/A
1081,2015,b74,0.0,others,0,0.66545653,N/A
1082,2015,b75,0.0,others,0,0.66545653,N/A
1083,2015,b76,251.9847896,corn,1,2.30613518,25536.859127897493
1084,2015,b77,251.9299902,corn,1,2.3061763,25536.539937300917
1085,2015,b78,80.90442230000001,others,1,0.74723256,N/A
1086,2015,b79,251.8192123,corn,1,2.30625919,25535.836524491664
1087,2015,b80,269.6039836,corn,1,2.31238758,25611.114598610624
1088,2015,b81,269.5250742,corn,1,2.31242611,25611.114598610624
1089,2015,b82,0.0,corn,0,1.50047495,N/A
1090,2015,b83,269.7886729,corn,1,2.31229676,25611.114598610624
1091,2015,b84,0.0,corn,0,1.50047495,N/A
1092,2015,b85,269.9240858,corn,1,2.31222961,25611.114598610624
1093,2015,b86,0.0,others,0,0.66545653,N/A
1094,2015,b87,251.96502070000005,corn,1,2.30615002,25536.77291903347
1095,2015,b88,80.8856693,others,1,0.74723567,N/A
1096,2015,b89,80.8266557,others,1,0.74724545,N/A
1097,2015,b90,251.8774089,corn,1,2.30621569,25536.215555829127
1098,2015,b91,98.7118819,others,1,0.74846918,N/A
1099,2015,b92,269.4752327,corn,1,2.31245037,25611.114598610624
1100,2015,b93,269.5786979,corn,1,2.31239994,25611.114598610624
1101,2015,b94,269.7810528,corn,1,2.31230053,25611.114598610624
1102,2015,b95,0.0,corn,0,1.50047495,N/A
1103,2015,b96,269.8889992,corn,1,2.31224706,25611.114598610624
1104,2015,b97,247.7937524,corn,1,2.30069598,25510.47221946523
1105,2015,b98,247.6270301,corn,1,2.30084903,25509.438039425673
1106,2015,b99,247.6797147,corn,1,2.30080075,25509.740383937795
1107,2015,b100,247.6682719,corn,1,2.30081124,25509.69622839722
1108,2015,b101,262.49247879999996,corn,1,2.31034739,25589.90517212349
1109,2015,b102,262.4471755,corn,1,2.31037399,25589.664715571045
1110,2015,b103,0.0,others,0,0.72380125,N/A
1111,2015,b104,91.6255258,others,1,0.74808877,N/A
1112,2015,b105,262.5893074,corn,1,2.31029036,25590.426959951874
1113,2015,b106,0.0,others,0,0.72380125,N/A
1114,2015,b107,0.0,others,0,0.66616155,N/A
1115,2015,b108,0.0,others,0,0.66616155,N/A
1116,2015,b109,247.7460645,corn,1,2.30073983,25510.161800649494
1117,2015,b110,247.7092867,corn,1,2.30077361,25509.95862522671
1118,2015,b111,247.611372,corn,1,2.30086337,25509.29687910603
1119,2015,b112,247.6121684,corn,1,2.30086264,25509.341974722123
1120,2015,b113,91.4340553,others,1,0.74811075,N/A
1121,2015,b114,262.4938687,corn,1,2.31034658,25589.90940076271
1122,2015,b115,262.5282272,corn,1,2.31032637,25590.097686976696
1123,2015,b116,262.5719402,corn,1,2.31030061,25590.328424636617
1124,2015,b117,91.829904,others,1,0.74806497,N/A
1125,2015,b118,132.3661151,others,1,0.74857489,N/A
1126,2015,b119,247.7370933,corn,1,2.30074808,25510.124774997705
1127,2015,b120,247.6996439,corn,1,2.30078246,25509.866013847808
1128,2015,b121,76.7257478,others,1,0.74597265,N/A
1129,2015,b122,247.63325250000003,corn,1,2.30084333,25509.46984399605
1130,2015,b123,91.3887373,others,1,0.74811591,N/A
1131,2015,b124,91.4540533,others,1,0.74810847,N/A
1132,2015,b125,262.511683,corn,1,2.3103361,25590.022263904062
1133,2015,b126,262.5542866,corn,1,2.31031102,25590.246796752606
1134,2015,b127,262.5968532,corn,1,2.31028591,25590.449909598574
1135,2015,b128,279.3884734,corn,1,2.30959671,25611.114598610624
1136,2015,b129,0.0,others,0,0.73841723,N/A
1137,2015,b130,76.7950349,others,1,0.74595737,N/A
1138,2015,b131,247.6421035,corn,1,2.30083522,25509.506779118998
1139,2015,b132,247.640351,corn,1,2.30083683,25509.521002371504
1140,2015,b133,91.5075102,others,1,0.74810235,N/A
1141,2015,b134,262.4805927,corn,1,2.31035438,25589.857711416484
1142,2015,b135,0.0,others,0,0.72380125,N/A
1143,2015,b136,262.5361236,corn,1,2.31032172,25590.131177643285
1144,2015,b137,0.0,corn,0,1.56991659,N/A
1145,2015,b138,279.3884734,corn,1,2.30959671,25611.114598610624
1146,2015,b139,0.0,corn,0,1.12278752,N/A
1147,2015,b140,247.6647476,corn,1,2.30081447,25509.644581665016
1148,2015,b141,76.7533612,others,1,0.74596656,N/A
1149,2015,b142,247.654598,corn,1,2.30082377,25509.597065625094
1150,2015,b143,76.780077,others,1,0.74596067,N/A
1151,2015,b144,262.509471,corn,1,2.3103374,25589.996034534994
1152,2015,b145,262.4774317,corn,1,2.31035623,25589.820173853743
1153,2015,b146,262.4972506,corn,1,2.31034459,25589.93799611707
1154,2015,b147,262.5186086,corn,1,2.31033203,25590.055481907704
1155,2015,b148,262.5192058,corn,1,2.31033167,25590.055481907704
1156,2015,b149,262.59590979999996,corn,1,2.31028646,25590.44293714128
1157,2015,b150,279.3884734,corn,1,2.30959671,25611.114598610624
1158,2015,b151,279.3884734,corn,1,2.30959671,25611.114598610624
1159,2015,b152,261.8247784,corn,1,2.30769704,25586.399324819155
1160,2015,b153,91.1848681,others,1,0.7475059,N/A
1161,2015,b154,0.0,others,0,0.72680509,N/A
1162,2015,b155,91.1246641,others,1,0.74751503,N/A
1163,2015,b156,267.55439160000003,corn,1,2.31175542,25611.114598610624
1164,2015,b157,267.5601221,corn,1,2.31175243,25611.114598610624
1165,2015,b158,267.5622188,corn,1,2.31175133,25611.114598610624
1166,2015,b159,0.0,others,0,0.71865365,N/A
1167,2015,b160,267.5151801,corn,1,2.31177586,25611.114598610624
1168,2015,b161,279.3555482,corn,1,2.31195482,25611.114598610624
1169,2015,b162,0.0,corn,0,1.15563666,N/A
1170,2015,b163,262.0142638,corn,1,2.30756488,25587.355705639788
1171,2015,b164,0.0,corn,0,1.59951784,N/A
1172,2015,b165,261.9738883,corn,1,2.30759312,25587.15476111757
1173,2015,b166,267.5682673,corn,1,2.31174817,25611.114598610624
1174,2015,b167,96.8765929,others,1,0.74833737,N/A
1175,2015,b168,267.4505962,corn,1,2.31180944,25611.114598610624
1176,2015,b169,267.47291,corn,1,2.31179785,25611.114598610624
1177,2015,b170,267.4812407,corn,1,2.31179352,25611.114598610624
1178,2015,b171,0.0,corn,0,1.15563666,N/A
1179,2015,b172,0.0,corn,0,1.15563666,N/A
1180,2015,b173,279.394747,corn,1,2.30595071,25611.114598610624
1181,2015,b174,129.4144081,others,1,0.74865915,N/A
1182,2015,b175,0.0,corn,0,1.15563666,N/A
1183,2015,b176,299.5854686,corn,1,2.31699397,25611.114598610624
1184,2015,b177,261.99695510000004,corn,1,2.30757699,25587.265816450832
1185,2015,b178,0.0,corn,0,1.59951784,N/A
1186,2015,b179,261.9648445,corn,1,2.30759944,25587.117275825294
1187,2015,b180,0.0,others,0,0.71865365,N/A
1188,2015,b181,96.8987612,others,1,0.74833524,N/A
1189,2015,b182,267.4512083,corn,1,2.31180912,25611.114598610624
1190,2015,b183,267.4834055,corn,1,2.31179239,25611.114598610624
1191,2015,b184,0.0,corn,0,1.52182423,N/A
1192,2015,b185,267.52051720000003,corn,1,2.31177308,25611.114598610624
1193,2015,b186,299.4678946,corn,1,2.31699539,25611.114598610624
1194,2015,b187,279.3572518,corn,1,2.31195569,25611.114598610624
1195,2015,b188,279.4076214,corn,1,2.30596046,25611.114598610624
1196,2015,b189,0.0,others,0,0.65983035,N/A
1197,2015,b190,279.3506936,corn,1,2.31195234,25611.114598610624
1198,2015,b191,91.911116,others,1,0.74739345,N/A
1199,2015,b192,0.0,others,0,0.72680509,N/A
1200,2015,b193,91.27860760000002,others,1,0.74749163,N/A
1201,2015,b194,0.0,corn,0,1.59951784,N/A
1202,2015,b195,0.0,others,0,0.71865365,N/A
1203,2015,b196,267.427485,corn,1,2.31182143,25611.114598610624
1204,2015,b197,267.45203300000003,corn,1,2.31180869,25611.114598610624
1205,2015,b198,0.0,corn,0,1.52182423,N/A
1206,2015,b199,0.0,corn,0,1.52182423,N/A
1207,2015,b200,267.5627961,corn,1,2.31175103,25611.114598610624
1208,2015,b201,0.0,corn,0,1.15563666,N/A
1209,2015,b202,0.0,others,0,0.67101295,N/A
1210,2015,b203,279.4375653,corn,1,2.30598312,25611.114598610624
1211,2015,b204,0.0,others,0,0.65983035,N/A
1212,2015,b205,279.4229875,corn,1,2.30597209,25611.114598610624
1213,2015,b206,0.0,corn,0,1.15563666,N/A
1214,2015,b207,279.4537312,corn,1,2.31200494,25611.114598610624
1215,2015,b208,279.3571556,corn,1,2.31195564,25611.114598610624
1216,2015,b209,0.0,others,0,0.69316763,N/A
1217,2015,b210,279.30636419999996,corn,1,2.31697406,25611.114598610624
1218,2015,b211,286.55911979999996,corn,1,2.3160378,25611.114598610624
1219,2015,b212,0.0,others,0,0.69316763,N/A
1220,2015,b213,0.0,others,0,0.69498105,N/A
1221,2015,b214,114.2428941,others,1,0.74889237,N/A
1222,2015,b215,285.4154465,corn,1,2.31586151,25611.114598610624
1223,2015,b216,279.3666029,corn,1,2.31685573,25611.114598610624
1224,2015,b217,279.3676976,corn,1,2.31685563,25611.114598610624
1225,2015,b218,279.3704056,corn,1,2.3168554,25611.114598610624
1226,2015,b219,0.0,others,0,0.66152543,N/A
1227,2015,b220,0.0,others,0,0.64620665,N/A
1228,2015,b221,0.0,corn,0,0.99262187,N/A
1229,2015,b222,0.0,corn,0,0.99262187,N/A
1230,2015,b223,0.0,others,0,0.66152543,N/A
1231,2015,b224,134.4935257,others,1,0.74843299,N/A
1232,2015,b225,0.0,corn,0,1.3137327,N/A
1233,2015,b226,0.0,others,0,0.69316763,N/A
1234,2015,b227,279.44681330000003,corn,1,2.3169689,25611.114598610624
1235,2015,b228,285.4296113,corn,1,2.31585807,25611.114598610624
1236,2015,b229,279.3659358,corn,1,2.31685578,25611.114598610624
1237,2015,b230,279.3610508,corn,1,2.3168562,25611.114598610624
1238,2015,b231,0.0,others,0,0.64620665,N/A
1239,2015,b232,0.0,others,0,0.66152543,N/A
1240,2015,b233,305.4538894,corn,1,2.31695964,25611.114598610624
1241,2015,b234,279.3578154,corn,1,2.30695908,25611.114598610624
1242,2015,b235,285.4310251,corn,1,2.31585772,25611.114598610624
1243,2015,b236,305.25680850000003,corn,1,2.31695039,25611.114598610624
1244,2015,b237,279.37361500000003,corn,1,2.30697049,25611.114598610624
1245,2015,b238,0.0,others,0,0.69316763,N/A
1246,2015,b239,0.0,others,0,0.69316763,N/A
1247,2015,b240,279.3008933,corn,1,2.31697425,25611.114598610624
1248,2015,b241,279.4341288,corn,1,2.31696939,25611.114598610624
1249,2015,b242,279.3642525,corn,1,2.31685593,25611.114598610624
1250,2015,b243,0.0,corn,0,1.32740139,N/A
1251,2015,b244,144.5048655,others,1,0.74822176,N/A
1252,2015,b245,279.36534040000004,corn,1,2.31685583,25611.114598610624
1253,2015,b246,0.0,others,0,0.69498105,N/A
1254,2015,b247,134.8524665,others,1,0.74846383,N/A
1255,2015,b248,279.3845823,corn,1,2.3069784,25611.114598610624
1256,2015,b249,0.0,others,0,0.69316763,N/A
1257,2015,b250,0.0,others,0,0.69316763,N/A
1258,2015,b251,0.0,corn,0,1.3137327,N/A
1259,2015,b252,279.3356556,corn,1,2.31697302,25611.114598610624
1260,2015,b253,285.4940577,corn,1,2.31584234,25611.114598610624
1261,2015,b254,279.3071788,corn,1,2.31686078,25611.114598610624
1262,2015,b255,279.3748267,corn,1,2.31685502,25611.114598610624
1263,2015,b256,114.3750079,others,1,0.74889194,N/A
1264,2015,b257,279.2969287,corn,1,2.31686164,25611.114598610624
1265,2015,b258,0.0,others,0,0.69498105,N/A
1266,2015,b259,0.0,others,0,0.66152543,N/A
1267,2015,b260,279.3805131,corn,1,2.3169714,25611.114598610624
1268,2015,b261,0.0,others,0,0.69316763,N/A
1269,2015,b262,0.0,others,0,0.69316763,N/A
1270,2015,b263,279.4510184,corn,1,2.31696874,25611.114598610624
1271,2015,b264,115.2245021,others,1,0.74888568,N/A
1272,2015,b265,279.3159253,corn,1,2.31686004,25611.114598610624
1273,2015,b266,115.050412,others,1,0.74888745,N/A
1274,2015,b267,279.4488227,corn,1,2.31684858,25611.114598610624
1275,2015,b268,279.31263640000003,corn,1,2.31686032,25611.114598610624
1276,2015,b269,279.3131262,corn,1,2.31686028,25611.114598610624
1277,2015,b270,134.7714049,others,1,0.74845696,N/A
1278,2015,b271,279.3884736,corn,1,2.29379248,25611.114598610624
1279,2015,b272,0.0,others,0,0.64318013,N/A
1280,2015,b273,0.0,others,0,0.64318013,N/A
1281,2015,b274,279.3884736,corn,1,2.30218604,25611.114598610624
1282,2015,b275,140.4845963,others,1,0.74843221,N/A
1283,2015,b276,0.0,others,0,0.65414615,N/A
1284,2015,b277,279.3470837,corn,1,2.30214971,25611.114598610624
1285,2015,b278,279.33282280000003,corn,1,2.30213719,25611.114598610624
1286,2015,b279,0.0,others,0,0.63740394,N/A
1287,2015,b280,0.0,others,0,0.64318013,N/A
1288,2015,b281,279.3884736,corn,1,2.29379248,25611.114598610624
1289,2015,b282,143.9988327,others,1,0.74789273,N/A
1290,2015,b283,0.0,others,0,0.65414615,N/A
1291,2015,b284,311.4937618,corn,1,2.31696138,25611.114598610624
1292,2015,b285,0.0,others,0,0.65414615,N/A
1293,2015,b286,279.31572140000003,corn,1,2.30212216,25611.114598610624
1294,2015,b287,0.0,corn,0,1.04354479,N/A
1295,2015,b288,142.154378,others,1,0.74856672,N/A
1296,2015,b289,0.0,others,0,0.63740394,N/A
1297,2015,b290,0.0,others,0,0.63740394,N/A
1298,2015,b291,146.19908089999998,others,1,0.74815627,N/A
1299,2015,b292,0.0,corn,0,0.97347725,N/A
1300,2015,b293,145.3690723,others,1,0.74806158,N/A
1301,2015,b294,0.0,others,0,0.65414615,N/A
1302,2015,b295,0.0,corn,0,1.04354479,N/A
1303,2015,b296,0.0,others,0,0.65414615,N/A
1304,2015,b297,279.3884736,corn,1,2.30218604,25611.114598610624
1305,2015,b298,279.3884736,corn,1,2.30218604,25611.114598610624
1306,2015,b299,0.0,corn,0,0.97347725,N/A
1307,2015,b300,0.0,others,0,0.64318013,N/A
1308,2015,b301,0.0,corn,0,0.97347725,N/A
1309,2015,b302,0.0,others,0,0.65414615,N/A
1310,2015,b303,279.3884736,corn,1,2.30218604,25611.114598610624
1311,2015,b304,279.3884736,corn,1,2.30218604,25611.114598610624
1312,2015,b305,279.3905957,corn,1,2.28883419,25611.114598610624
1313,2015,b306,0.0,others,0,0.6278141,N/A
1314,2015,b307,0.0,others,0,0.6278141,N/A
1315,2015,b308,279.3884737,corn,1,2.27986769,25611.114598610624
1316,2015,b309,152.4568415,others,1,0.747508,N/A
1317,2015,b310,0.0,others,0,0.6278141,N/A
1318,2015,b311,152.0649141,others,1,0.7474479,N/A
1319,2015,b312,152.7232061,others,1,0.74754811,N/A
1320,2015,b313,0.0,others,0,0.6204717,N/A
1321,2015,b314,0.0,others,0,0.6204717,N/A
1322,2015,b315,279.3884737,corn,1,2.27986769,25611.114598610624
1323,2015,b316,0.0,others,0,0.6278141,N/A
1324,2015,b317,0.0,others,0,0.6278141,N/A
1325,2015,b318,279.3435586,corn,1,2.27980529,25611.114598610624
1326,2015,b319,0.0,others,0,0.6204717,N/A
1327,2015,b320,0.0,others,0,0.6204717,N/A
1328,2015,b321,279.3884737,corn,1,2.27986769,25611.114598610624
1329,2015,b322,279.3884737,corn,1,2.27986769,25611.114598610624
1330,2015,b323,0.0,others,0,0.6278141,N/A
1331,2015,b324,0.0,others,0,0.6278141,N/A
1332,2015,b325,279.3891496,corn,1,2.27244852,25611.114598610624
1333,2015,b326,279.3623862,corn,1,2.2724078,25611.114598610624
1334,2015,b327,0.0,others,0,0.6278141,N/A
1335,2015,b328,279.3884737,corn,1,2.27986769,25611.114598610624
1336,2015,b329,0.0,others,0,0.6278141,N/A
1337,2015,b330,0.0,others,0,0.6278141,N/A
1338,2015,b331,279.4103561,corn,1,2.27248077,25611.114598610624
1339,2015,b332,327.11111109999996,corn,1,2.31546863,25611.114598610624
1340,2015,b333,0.0,others,0,0.61125457,N/A
1341,2015,b334,0.0,others,0,0.61125457,N/A
1342,2015,b335,0.0,others,0,0.61216051,N/A
1343,2015,b336,161.05530009999998,others,1,0.74717084,N/A
1344,2016,b1,363.9315007,corn,1,2.29639706,25526.74391132161
1345,2016,b2,363.9074246,corn,1,2.29637214,25526.74391132161
1346,2016,b3,0.0,others,0,0.50635816,N/A
